file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio$Anonymous2,itemStateChanged/1[java.awt.event.ItemEvent],false,124,1,2,2,5,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,10,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio$Anonymous1,itemStateChanged/1[java.awt.event.ItemEvent],false,113,1,2,2,5,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,10,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio$Anonymous6,actionPerformed/1[java.awt.event.ActionEvent],false,161,1,1,2,3,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio$Anonymous5,actionPerformed/1[java.awt.event.ActionEvent],false,153,1,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio$Anonymous4,actionPerformed/1[java.awt.event.ActionEvent],false,144,0,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio$Anonymous3,actionPerformed/1[java.awt.event.ActionEvent],false,135,0,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio,"scriviSuDB/3[java.lang.String,java.lang.String,java.lang.String]",false,182,9,14,26,54,0,10,3,26,0,0,2,5,0,37,7,9,24,6,9,0,0,0,52,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio,inizializza/0,false,109,0,1,2,44,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,20,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio,AggiungiBeneServizio/1[java.awt.Frame],true,15,1,1,5,9,0,0,1,5,2,1,0,0,0,0,1,2,1,0,0,0,0,0,20,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio,setupNuovi/0,false,26,1,3,8,54,0,0,0,8,0,0,0,0,0,2,19,201,19,2,1,0,0,0,35,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiBeneServizio.java,interfacce.AggiungiBeneServizio,"inComuneDE/2[int,char]",false,168,1,3,6,10,0,1,2,6,0,0,1,0,0,0,0,3,3,0,2,0,0,0,14,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AvvisoLocale,"AvvisoLocale/2[interfacce.AggiungiSoggiornante,java.lang.String]",true,83,2,1,7,16,0,2,2,7,1,1,0,0,0,0,4,0,4,0,0,0,0,0,21,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AvvisoLocale,init/0,false,102,0,1,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AggiungiSoggiornante$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,38,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AggiungiSoggiornante,startConferma/0,false,46,4,6,27,17,0,3,0,27,0,0,0,3,0,5,2,2,4,3,4,0,0,0,22,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AggiungiSoggiornante,inizializza/0,false,27,0,1,6,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AggiungiSoggiornante,"AggiungiSoggiornante/4[interfacce.RicercaPrenotazione,interfacce.Prenotazione,interfacce.Stanza,int]",true,17,4,1,2,8,0,0,4,2,1,1,0,0,0,0,2,0,4,0,0,0,0,0,16,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AggiungiSoggiornante.java,interfacce.AvvisoLocale$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,106,0,1,3,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiConto.java,interfacce.AskChiudiConto$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,66,2,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiConto.java,interfacce.AskChiudiConto$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,58,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiConto.java,interfacce.AskChiudiConto,setupPanel/0,false,28,0,1,3,16,0,0,0,3,0,0,0,0,0,0,3,50,5,0,0,0,0,0,20,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiConto.java,interfacce.AskChiudiConto,startAzione/0,false,74,0,1,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiConto.java,interfacce.AskChiudiConto,AskChiudiConto/1[interfacce.MascheraVisualizzazioneConto],true,17,2,1,5,9,0,0,1,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,16,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiConto.java,interfacce.AskChiudiConto,init/0,false,54,0,1,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiSingoloConAgenzia.java,interfacce.AskChiudiSingoloConAgenzia,setupPanel/0,false,28,0,1,3,16,0,0,0,3,0,0,0,0,0,0,3,50,5,0,0,0,0,0,25,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiSingoloConAgenzia.java,interfacce.AskChiudiSingoloConAgenzia,startAzione/0,false,74,0,1,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiSingoloConAgenzia.java,interfacce.AskChiudiSingoloConAgenzia,init/0,false,54,0,1,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiSingoloConAgenzia.java,interfacce.AskChiudiSingoloConAgenzia,AskChiudiSingoloConAgenzia/1[interfacce.MascheraCalcoloConto],true,17,2,1,5,9,0,0,1,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,19,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiSingoloConAgenzia.java,interfacce.AskChiudiSingoloConAgenzia$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,66,2,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/AskChiudiSingoloConAgenzia.java,interfacce.AskChiudiSingoloConAgenzia$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,58,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/CancellaBeniServizi.java,interfacce.CancellaBeniServizi$Anonymous18,itemStateChanged/1[java.awt.event.ItemEvent],false,287,1,2,3,7,0,0,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,11,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/CancellaBeniServizi.java,interfacce.CancellaBeniServizi$Anonymous19,actionPerformed/1[java.awt.event.ActionEvent],false,300,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/CancellaBeniServizi.java,interfacce.CancellaBeniServizi$Anonymous16,itemStateChanged/1[java.awt.event.ItemEvent],false,261,1,2,3,7,0,0,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,11,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/CancellaBeniServizi.java,interfacce.CancellaBeniServizi$Anonymous17,itemStateChanged/1[java.awt.event.ItemEvent],false,274,1,2,3,7,0,0,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,11,1,0,false
/work/Papiere/finegrained-traceability/datasets/albergate/code/CancellaBeniServizi.java,interfacce.CancellaBeniServizi$Anonymous9,itemStateChanged/1[java.awt.event.ItemEvent],false,170,1,2,3,7,0,0,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,11,1,0,false
